the 0th hypergraph
303 372 432 
550 556 560 
457 576 750 
70 545 741 
303 522 750 
91 209 509 
39 240 307 
111 503 795 
879 906 949 
158 624 867 
66 119 846 
289 487 783 
71 418 718 
157 613 784 
526 558 919 
153 507 976 
190 430 860 
40 163 248 
122 220 297 
321 601 967 
193 511 913 
548 608 621 
414 626 650 
34 336 696 
420 927 957 
634 693 729 
209 229 577 
766 832 934 
215 541 757 
83 334 974 
496 674 874 
186 765 972 
19 258 575 
351 686 976 
484 568 929 
224 226 310 
81 593 675 
536 797 845 
46 308 407 
361 507 738 
280 319 766 
283 545 939 
157 195 771 
259 371 881 
250 600 901 
440 814 919 
88 817 835 
179 539 784 
374 460 808 
22 671 715 
26 122 924 
65 569 719 
25 209 339 
2 178 872 
628 659 822 
343 617 635 
289 780 877 
164 237 575 
393 504 832 
210 306 446 
87 753 877 
377 406 777 
188 428 943 
41 398 494 
553 561 565 
72 121 941 
4 63 454 
124 324 873 
100 381 856 
19 292 399 
69 265 565 
309 475 790 
170 429 603 
181 189 920 
289 698 906 
91 668 743 
113 747 831 
152 723 856 
139 257 827 
23 221 843 
250 882 913 
706 962 976 
151 359 532 
145 491 818 
586 602 851 
668 953 955 
577 615 961 
47 70 767 
145 467 500 
215 264 391 
590 592 610 
568 685 797 
316 558 756 
180 372 399 
566 830 906 
87 670 922 
37 248 983 
207 786 914 
70 117 485 
136 219 611 
483 574 716 
116 148 161 
247 321 656 
177 702 966 
844 892 969 
211 268 426 
157 561 909 
435 849 888 
0 379 537 
349 357 908 
18 45 754 
224 682 749 
284 818 921 
201 210 331 
160 317 953 
170 579 630 
180 531 863 
15 843 934 
414 909 935 
247 561 866 
317 582 643 
80 171 328 
189 338 807 
467 668 805 
298 489 971 
2 545 619 
685 752 976 
7 421 569 
846 885 892 
351 640 644 
22 366 640 
250 447 829 
81 218 508 
484 713 715 
37 578 761 
387 571 904 
129 167 596 
28 772 832 
102 304 406 
107 472 916 
63 87 589 
36 564 889 
41 859 878 
364 373 409 
413 556 897 
297 455 570 
52 167 517 
612 654 680 
836 898 976 
181 188 392 
28 204 447 
432 434 851 
408 639 963 
241 539 558 
326 500 730 
119 355 364 
206 384 535 
265 890 994 
249 583 803 
40 239 878 
3 190 810 
157 670 839 
368 566 810 
45 156 722 
196 651 667 
13 540 633 
188 450 561 
10 307 992 
224 453 560 
285 505 874 
278 485 572 
65 153 187 
717 724 839 
679 778 855 
83 223 376 
157 465 979 
287 397 954 
650 864 907 
39 521 730 
10 29 974 
138 213 537 
321 579 782 
133 753 798 
19 218 857 
138 673 774 
215 353 988 
314 326 435 
134 317 762 
432 575 944 
243 298 621 
151 155 436 
137 171 449 
317 674 873 
81 673 963 
351 556 944 
210 351 953 
324 364 389 
59 518 614 
624 939 983 
131 141 294 
618 641 851 
251 409 567 
192 628 649 
132 543 548 
187 428 649 
721 723 796 
499 652 914 
652 933 978 
477 594 605 
468 526 535 
225 350 938 
254 406 623 
128 415 878 
380 411 534 
318 467 518 
479 661 698 
22 798 952 
187 261 900 
50 68 199 
275 337 898 
271 489 987 
215 260 515 
445 453 929 
216 778 996 
450 509 590 
86 520 531 
506 625 980 
32 197 946 
156 196 508 
404 658 826 
29 285 597 
274 689 903 
57 561 998 
80 427 488 
5 39 519 
392 830 987 
352 368 738 
499 795 939 
468 628 856 
31 364 577 
631 804 983 
361 518 979 
26 751 918 
28 663 843 
173 497 856 
121 144 491 
330 722 975 
75 248 877 
492 522 899 
206 804 928 
16 62 975 
544 721 899 
122 479 987 
464 624 732 
622 759 780 
110 205 744 
403 721 890 
10 651 809 
425 438 982 
35 153 660 
341 549 801 
77 812 815 
560 722 782 
550 756 871 
327 507 724 
61 679 852 
62 198 307 
333 361 381 
81 107 817 
28 506 514 
231 362 907 
601 774 822 
16 51 939 
133 487 591 
119 648 686 
121 340 370 
186 414 818 
286 351 969 
562 908 979 
173 380 882 
219 351 684 
33 92 444 
149 429 969 
506 583 791 
146 689 842 
464 481 834 
574 608 717 
96 548 600 
326 430 734 
4 201 903 
19 355 645 
296 416 613 
82 607 887 
486 592 833 
201 418 802 
165 488 702 
148 160 787 
73 89 505 
209 225 974 
294 454 608 
494 720 918 
315 608 800 
19 121 963 
202 388 614 
352 855 963 
257 586 704 
314 556 975 
293 406 499 
384 410 556 
50 64 505 
177 877 973 
96 455 971 
119 331 441 
89 413 758 
610 614 721 
53 292 371 
649 786 898 
300 547 932 
7 31 430 
52 662 775 
92 636 878 
193 370 911 
355 753 956 
90 829 931 
98 332 578 
121 354 375 
128 149 436 
275 386 482 
184 453 684 
153 422 799 
324 739 952 
99 435 596 
220 771 993 
27 175 946 
387 434 553 
120 564 645 
215 380 916 
504 586 724 
47 532 640 
138 210 561 
225 571 821 
18 610 747 
231 363 826 
206 318 716 
210 303 519 
56 639 832 
95 430 970 
179 262 998 
529 708 779 
267 491 853 
112 737 892 
272 469 795 
520 661 724 
769 812 878 
12 18 203 
312 544 985 
16 378 876 
115 845 858 
363 611 811 
37 182 991 
622 828 961 
21 84 857 
541 688 967 
344 477 493 
106 243 748 
419 425 826 
182 292 371 
449 680 919 
132 850 865 
196 356 642 
64 441 770 
162 741 829 
438 625 630 
28 580 894 
146 324 694 
580 637 968 
3 727 793 
194 335 494 
115 476 975 
376 488 520 
146 149 267 
592 638 894 
176 197 755 
483 637 988 
116 694 718 
27 277 947 
57 605 786 
11 207 816 
6 33 559 
200 445 625 
331 538 997 
386 592 611 
36 171 704 
443 590 833 
113 392 405 
693 877 912 
167 185 353 
88 116 440 
298 342 413 
119 727 943 
628 849 948 
4 610 686 
593 671 975 
274 562 615 
34 48 304 
407 600 754 
28 429 860 
38 375 605 
103 313 613 
164 431 494 
83 386 984 
102 162 557 
490 702 825 
214 300 696 
186 257 805 
2 686 692 
575 702 920 
13 79 327 
226 767 830 
51 191 593 
585 780 983 
528 677 751 
789 895 956 
60 163 467 
291 364 941 
349 787 992 
299 317 687 
589 834 966 
632 774 843 
133 358 770 
390 584 710 
142 417 622 
10 868 963 
368 754 910 
24 68 695 
167 359 498 
359 689 889 
334 811 844 
112 275 433 
112 425 974 
211 869 900 
224 638 703 
18 390 752 
170 857 950 
422 633 982 
101 140 792 
127 140 283 
31 204 208 
59 144 365 
60 175 725 
142 619 656 
532 558 835 
43 229 597 
114 177 689 
757 777 921 
441 443 670 
320 590 922 
465 607 913 
21 293 647 
78 121 350 
11 123 234 
452 501 834 
930 946 987 
175 272 518 
4 726 855 
248 601 992 
730 849 858 
165 309 566 
541 665 936 
240 293 709 
3 227 539 
377 618 620 
356 375 756 
38 55 737 
395 588 996 
165 219 548 
110 215 872 
105 597 606 
669 816 847 
51 643 768 
332 464 925 
47 127 736 
555 714 744 
853 930 957 
93 285 621 
380 538 852 
287 633 954 
87 189 351 
98 504 512 
135 397 521 
180 244 990 
588 809 963 
65 377 693 
134 165 813 
233 845 897 
109 273 853 
286 306 321 
7 325 518 
37 938 999 
28 877 915 
47 552 848 
486 711 811 
116 657 967 
113 595 960 
280 553 706 
440 540 549 
110 595 687 
18 764 790 
597 735 976 
243 362 382 
51 441 997 
96 462 729 
436 692 959 
111 185 554 
193 363 747 
68 267 753 
12 458 738 
237 834 894 
162 487 753 
30 594 879 
282 574 744 
487 614 736 
380 584 691 
84 403 931 
353 515 840 
216 226 491 
531 690 983 
207 265 711 
450 527 747 
202 525 912 
488 693 974 
135 146 624 
50 508 958 
385 468 542 
257 852 965 
58 88 489 
356 392 629 
395 407 945 
135 674 914 
80 550 643 
359 568 605 
128 917 980 
111 188 938 
211 402 810 
154 672 887 
52 157 984 
416 434 508 
623 918 933 
190 379 547 
23 326 404 
243 475 658 
919 922 977 
319 691 829 
242 271 322 
207 557 707 
427 608 628 
540 775 961 
343 578 925 
692 716 781 
612 732 929 
333 604 793 
32 175 902 
286 353 851 
151 481 600 
335 411 729 
213 297 540 
299 698 912 
268 704 957 
198 834 854 
370 652 784 
331 869 912 
316 700 845 
380 383 562 
140 156 352 
251 527 863 
284 441 964 
234 658 901 
157 892 922 
395 957 987 
24 99 171 
165 455 626 
423 633 916 
181 509 965 
7 292 394 
223 298 502 
495 675 678 
730 944 981 
363 483 495 
16 24 736 
518 712 763 
143 690 900 
191 240 602 
35 315 530 
130 308 807 
109 596 601 
305 569 730 
415 756 961 
93 357 821 
2 11 269 
104 572 596 
182 697 805 
697 777 933 
146 166 636 
270 335 605 
263 627 867 
322 894 926 
598 631 780 
240 259 318 
227 477 499 
247 587 906 
26 913 917 
273 855 878 
65 326 896 
71 574 922 
96 262 308 
119 158 765 
184 233 610 
4 375 388 
153 638 886 
292 551 614 
193 227 930 
97 523 826 
98 184 887 
328 616 701 
197 210 902 
410 768 785 
97 332 922 
310 362 856 
364 418 830 
615 688 943 
160 561 949 
408 552 964 
476 584 993 
771 924 998 
620 751 950 
575 576 793 
128 934 999 
68 646 654 
104 114 559 
69 532 590 
252 364 809 
45 107 373 
114 321 634 
375 424 707 
272 343 610 
476 796 923 
187 569 856 
181 320 956 
90 517 706 
76 233 558 
399 497 644 
91 927 952 
120 249 693 
387 515 606 
346 801 825 
20 292 958 
54 256 369 
200 448 535 
56 142 337 
167 216 803 
334 396 636 
67 364 939 
346 815 860 
348 471 869 
212 537 755 
106 469 986 
40 540 543 
10 166 284 
384 507 800 
108 231 709 
109 126 244 
244 498 730 
383 728 789 
423 447 495 
500 759 952 
44 779 957 
58 557 994 
35 98 937 
640 838 975 
118 194 628 
372 763 900 
349 796 801 
247 457 871 
193 730 842 
61 262 747 
7 556 854 
13 675 697 
221 678 951 
466 530 900 
198 601 814 
508 871 874 
45 222 603 
6 45 496 
157 379 507 
445 722 888 
385 466 825 
323 560 854 
96 357 937 
14 392 502 
472 792 927 
461 735 980 
309 499 550 
487 972 979 
236 355 985 
198 541 812 
239 571 996 
250 744 963 
74 808 931 
359 407 703 
61 386 545 
273 718 923 
341 455 564 
23 57 701 
319 450 652 
18 343 862 
307 354 839 
152 328 566 
630 822 841 
269 464 858 
333 605 830 
291 345 487 
492 560 788 
54 251 648 
67 173 511 
554 917 951 
347 536 713 
96 286 534 
107 317 890 
27 380 645 
158 279 827 
591 746 995 
371 956 960 
24 275 748 
4 645 830 
59 532 815 
398 702 840 
337 666 877 
52 701 765 
171 293 918 
309 318 875 
107 384 897 
102 425 689 
41 47 352 
120 252 579 
169 215 587 
447 545 669 
19 838 890 
423 455 748 
613 664 757 
199 718 949 
310 648 757 
180 443 550 
488 627 766 
449 506 572 
48 554 864 
99 487 885 
24 673 688 
41 681 927 
14 427 890 
459 538 616 
406 697 893 
590 610 881 
15 222 955 
34 345 403 
91 464 619 
396 881 962 
122 300 658 
447 609 969 
361 565 840 
24 181 633 
134 288 739 
86 630 865 
381 385 769 
47 83 278 
385 412 742 
109 279 645 
470 597 992 
137 629 836 
359 617 753 
262 286 978 
293 514 901 
314 789 843 
116 450 626 
6 397 916 
334 381 532 
26 376 994 
95 134 224 
295 466 641 
211 291 841 
467 553 606 
82 339 628 
71 144 652 
24 46 778 
76 494 671 
230 905 918 
452 659 747 
166 274 636 
487 503 764 
330 587 852 
738 931 983 
359 438 594 
139 348 713 
615 712 862 
455 477 541 
590 778 872 
491 765 815 
170 282 703 
210 657 895 
150 952 970 
125 301 676 
335 412 774 
326 439 623 
193 304 427 
18 195 866 
404 405 716 
450 662 898 
622 650 979 
629 919 944 
236 615 815 
87 655 753 
159 541 884 
397 820 830 
497 767 992 
80 354 960 
252 460 590 
326 471 813 
133 527 832 
13 397 509 
67 628 917 
39 476 501 
545 812 926 
137 413 417 
265 385 971 
156 291 441 
583 859 908 
254 337 917 
306 416 828 
84 602 808 
415 620 651 
16 137 873 
100 338 920 
676 706 929 
201 312 522 
483 746 945 
268 405 730 
336 393 865 
333 653 863 
97 454 841 
14 41 511 
446 457 468 
50 284 609 
595 752 983 
605 693 836 
878 901 994 
325 519 540 
274 976 984 
703 729 891 
158 439 989 
162 296 305 
204 332 940 
266 397 884 
197 362 657 
154 557 809 
563 643 701 
157 179 204 
280 304 980 
124 157 179 
138 258 663 
493 591 920 
569 678 810 
470 837 973 
79 555 630 
275 561 753 
234 605 795 
462 691 799 
422 802 959 
519 628 718 
358 728 890 
339 794 861 
498 678 765 
88 184 275 
121 414 548 
308 322 928 
500 722 845 
89 745 835 
142 767 951 
66 616 774 
304 437 714 
61 426 724 
250 354 977 
18 349 700 
650 896 916 
329 645 676 
271 442 619 
519 647 673 
285 497 835 
288 637 955 
255 380 641 
439 628 663 
328 345 350 
198 514 860 
2 74 601 
230 570 846 
505 536 638 
112 598 945 
265 558 822 
159 463 793 
211 432 938 
95 981 986 
120 507 838 
440 745 793 
525 714 717 
495 752 998 
151 663 968 
333 889 998 
164 185 838 
193 354 747 
776 784 984 
646 761 854 
310 832 951 
398 651 697 
437 492 934 
294 735 848 
31 167 199 
528 569 822 
11 393 439 
762 888 933 
97 555 774 
857 968 975 
112 634 979 
441 464 652 
139 310 978 
329 469 760 
476 630 922 
383 587 809 
176 666 831 
74 444 630 
843 910 916 
121 221 540 
226 232 781 
0 110 388 
175 380 982 
96 426 835 
125 599 896 
219 752 793 
20 68 455 
165 728 862 
174 276 828 
37 207 931 
124 624 823 
123 296 676 
103 590 809 
482 510 545 
159 366 589 
49 403 596 
99 413 693 
116 193 562 
490 848 943 
276 801 892 
102 755 788 
49 348 380 
308 793 818 
546 567 881 
368 601 633 
170 222 636 
19 311 733 
279 286 432 
375 493 863 
217 460 465 
487 888 952 
173 600 779 
435 893 948 
388 852 935 
404 471 621 
324 572 623 
546 656 808 
264 271 294 
497 549 671 
373 550 789 
444 508 936 
80 282 963 
50 783 869 
167 196 578 
411 554 795 
118 201 650 
7 376 958 
264 337 613 
24 464 559 
99 435 854 
74 239 395 
232 476 952 
91 238 413 
447 675 883 
411 706 995 
250 570 889 
186 203 894 
107 334 596 
266 371 982 
19 49 320 
29 66 256 
299 450 467 
94 820 938 
23 28 586 
113 374 594 
257 304 796 
424 444 583 
27 240 531 
87 445 492 
491 544 927 
604 687 865 
100 135 678 
211 224 993 
455 533 960 
430 533 864 
209 295 895 
181 848 943 
245 361 479 
558 635 717 
83 269 632 
293 299 734 
477 747 868 
207 909 998 
136 535 654 
207 418 744 
176 413 420 
469 741 924 
225 241 776 
456 472 825 
111 331 788 
269 280 713 
407 887 961 
25 722 822 
26 142 784 
260 424 848 
56 126 703 
129 236 520 
2 400 954 
302 306 964 
176 235 788 
377 653 935 
636 729 754 
456 801 913 
375 581 734 
401 464 879 
65 826 996 
150 566 907 
513 826 903 
57 151 698 
514 798 990 
17 425 742 
28 706 730 
281 398 803 
161 211 599 
176 824 906 
87 505 810 
59 213 385 
2 904 986 
260 784 926 
322 816 853 
592 780 868 
97 240 492 
238 357 608 
289 309 967 
55 553 800 
205 761 805 
253 287 401 
280 358 881 
495 733 858 
339 495 846 
89 176 952 
130 933 984 
172 925 974 
856 858 933 
130 489 597 
320 773 920 
253 414 949 
382 672 963 
230 449 478 
578 588 893 
67 401 708 
412 452 908 
340 543 677 
137 270 613 
65 161 630 
657 906 950 
325 409 775 
272 443 736 
77 211 226 
115 689 780 
135 523 992 
228 279 364 
136 317 872 
219 365 647 
93 277 956 
397 559 939 
36 473 839 
265 301 781 
54 542 774 
370 384 413 
872 896 912 
299 415 445 
58 530 611 
434 604 812 
630 733 782 
510 634 798 
306 690 993 
122 449 497 
226 800 847 
117 693 770 
93 581 980 
410 472 760 
13 40 905 
237 464 907 
34 704 734 
642 886 905 
332 727 996 
118 159 598 
580 617 864 
385 391 761 
5 380 425 
186 351 918 
673 917 959 
317 522 692 
429 511 745 
175 828 982 
197 493 668 
279 454 688 
126 659 702 
245 483 571 
593 610 990 
882 951 996 
157 273 925 
27 798 955 
237 527 639 
453 467 739 
225 485 961 
397 508 553 
317 516 833 
62 651 760 
49 420 533 
450 467 516 
4 799 984 
38 105 765 
301 572 603 
39 388 723 
164 707 770 
17 693 987 
99 721 826 
106 161 198 
35 555 751 
131 488 817 
142 835 886 
183 496 858 
63 216 649 
21 706 971 
236 407 955 
172 251 576 
803 832 862 
365 458 589 
590 646 884 
159 523 531 
513 712 727 
374 779 900 
6 284 444 
66 739 853 
266 313 663 
446 572 745 
389 485 745 
719 772 952 
658 676 886 
376 479 611 
467 704 974 
30 248 403 
104 433 536 
663 857 957 
39 942 989 
657 792 890 
100 787 842 
111 588 685 
312 351 821 
271 633 796 
252 462 785 
65 83 379 
91 208 211 
476 535 708 
454 519 911 
300 681 774 
31 823 991 
410 457 969 
53 360 702 
82 649 844 
112 121 360 
111 423 833 
41 790 807 
93 209 327 
36 254 463 
298 346 974 
470 700 782 
130 482 506 
49 580 891 
166 765 807 
181 676 751 
120 357 829 
91 504 706 
448 726 825 
668 739 756 
147 530 533 
65 73 157 
304 365 431 
27 337 571 
33 55 344 
396 697 858 
61 195 369 
398 480 594 
346 435 537 
198 814 816 
249 397 772 
20 73 186 
690 705 864 
399 426 941 
200 485 946 
186 242 848 
6 433 445 
98 760 935 
183 184 593 
the 28th hypergraph
32 556 837 
213 495 744 
336 480 835 
239 248 607 
162 344 891 
705 719 867 
350 510 635 
294 330 552 
354 531 959 
238 463 932 
55 170 219 
167 857 905 
126 658 956 
138 531 709 
298 630 848 
461 580 611 
48 305 315 
164 766 772 
647 847 990 
27 114 849 
60 614 942 
223 294 517 
303 701 921 
215 338 848 
421 597 999 
126 192 604 
94 190 248 
412 594 901 
23 837 998 
68 120 386 
696 789 847 
2 63 678 
41 294 890 
17 515 864 
263 561 982 
288 408 486 
606 704 915 
198 446 963 
73 332 656 
120 257 565 
12 281 808 
169 764 806 
365 427 656 
33 110 862 
242 294 497 
296 520 533 
296 717 766 
587 654 983 
39 50 349 
227 931 987 
18 372 528 
416 731 809 
305 317 798 
223 336 705 
109 458 787 
245 271 473 
82 370 687 
142 652 683 
680 851 859 
346 644 739 
909 916 922 
114 320 557 
340 471 500 
287 339 969 
168 284 320 
476 520 847 
128 220 937 
434 635 967 
102 459 627 
731 762 855 
416 897 901 
199 244 807 
333 628 786 
607 701 900 
362 481 840 
332 477 606 
103 398 925 
190 544 886 
103 566 638 
654 882 894 
201 341 423 
358 760 762 
62 904 953 
639 799 823 
437 668 915 
11 218 353 
241 608 638 
118 174 436 
381 807 902 
58 191 310 
205 521 785 
30 53 571 
124 304 441 
87 136 376 
53 104 443 
493 588 766 
183 311 960 
137 264 400 
313 353 578 
311 495 613 
327 343 566 
402 548 959 
36 378 623 
405 451 512 
142 603 985 
575 721 980 
17 89 513 
786 865 887 
500 759 785 
110 433 957 
220 419 502 
127 557 934 
262 717 726 
19 369 680 
5 105 923 
428 548 977 
135 468 801 
560 781 910 
377 570 784 
48 150 836 
98 294 307 
244 693 827 
37 453 606 
82 508 541 
37 262 397 
244 284 962 
109 279 850 
220 340 750 
56 123 184 
340 719 928 
595 634 949 
58 421 602 
201 587 975 
59 804 943 
792 838 925 
530 607 741 
92 399 444 
546 627 755 
11 569 976 
628 909 940 
344 379 660 
714 844 851 
69 434 728 
168 245 516 
129 334 606 
101 326 741 
256 693 786 
197 750 868 
83 147 267 
291 667 916 
22 226 805 
196 421 974 
335 796 883 
132 337 946 
294 308 690 
18 179 457 
728 819 820 
2 604 993 
116 269 554 
111 640 864 
273 549 878 
269 489 584 
66 540 744 
82 408 948 
464 817 968 
564 878 931 
177 536 796 
186 243 806 
124 161 352 
122 727 877 
493 897 994 
231 509 845 
193 661 753 
226 349 441 
82 176 900 
257 593 741 
21 519 723 
425 558 936 
26 278 331 
614 669 983 
539 579 991 
400 634 782 
88 607 750 
143 180 321 
507 795 834 
732 806 996 
1 525 992 
249 311 967 
192 272 771 
47 116 627 
406 713 772 
69 786 883 
3 515 572 
174 235 908 
12 433 618 
416 568 884 
358 583 622 
410 564 991 
345 566 716 
222 260 405 
304 396 532 
41 442 871 
52 299 324 
36 63 717 
350 734 849 
159 399 475 
349 431 721 
175 338 676 
193 350 723 
25 155 629 
41 342 765 
2 64 482 
200 380 465 
188 615 831 
218 918 975 
188 323 528 
49 173 467 
366 389 839 
365 644 690 
316 318 589 
62 361 390 
44 88 619 
3 246 470 
116 268 388 
329 477 676 
688 706 824 
690 929 979 
101 192 787 
531 763 983 
110 286 399 
237 351 823 
17 789 972 
146 259 653 
2 604 632 
877 886 887 
166 217 465 
10 274 812 
116 612 647 
436 800 888 
181 588 971 
231 381 423 
406 630 657 
171 316 795 
390 711 934 
252 639 755 
92 110 802 
73 135 428 
73 691 909 
99 403 990 
241 300 879 
656 930 970 
179 294 632 
370 476 914 
770 803 941 
300 922 967 
461 553 961 
212 254 915 
400 804 908 
89 630 810 
47 682 719 
152 272 655 
586 735 752 
211 306 898 
214 427 878 
77 285 774 
39 117 553 
84 477 939 
153 560 623 
108 392 769 
15 678 736 
372 478 862 
493 618 785 
84 471 558 
125 423 748 
144 816 904 
387 530 812 
462 477 717 
594 611 613 
27 201 646 
402 549 579 
7 426 512 
115 470 623 
872 901 980 
435 455 720 
321 466 907 
126 596 709 
63 632 782 
4 322 430 
702 717 875 
231 669 884 
25 198 451 
51 501 867 
248 386 755 
79 290 901 
94 437 463 
332 497 724 
21 414 779 
478 800 880 
261 690 756 
438 505 592 
283 431 651 
834 933 942 
413 581 707 
33 702 726 
110 325 576 
82 528 901 
95 280 405 
530 548 669 
299 369 559 
245 500 544 
340 764 799 
88 592 989 
647 656 850 
436 443 922 
591 717 989 
279 664 871 
328 348 564 
201 658 746 
400 550 589 
99 513 956 
5 14 445 
248 397 846 
305 649 826 
39 163 869 
23 113 216 
433 569 892 
68 172 418 
26 161 718 
116 764 828 
73 88 344 
89 106 392 
56 65 538 
8 12 634 
138 685 856 
511 831 926 
120 639 899 
594 651 748 
45 536 806 
289 327 374 
352 716 727 
531 585 600 
205 333 491 
8 550 715 
304 413 545 
149 246 617 
576 757 760 
362 405 879 
147 492 819 
193 335 726 
562 586 628 
50 208 300 
148 630 712 
550 779 976 
56 368 714 
45 652 733 
195 268 385 
75 434 477 
297 626 879 
180 504 964 
681 842 924 
37 249 266 
268 399 928 
261 587 651 
159 345 945 
232 344 761 
386 731 984 
199 554 718 
65 761 999 
453 876 950 
90 709 823 
69 191 424 
9 52 378 
64 616 750 
34 422 927 
166 668 693 
88 294 707 
412 647 770 
67 383 967 
220 623 920 
579 669 737 
223 839 916 
328 680 883 
251 511 998 
189 585 755 
258 530 899 
391 510 820 
56 767 925 
16 390 853 
522 539 928 
525 591 634 
9 184 716 
97 304 997 
135 511 798 
159 310 615 
25 323 335 
193 202 825 
358 699 761 
207 255 773 
57 866 872 
439 560 653 
251 359 669 
344 915 948 
247 441 831 
103 444 846 
561 656 980 
794 844 987 
344 910 972 
35 321 749 
408 469 951 
81 789 854 
1 224 538 
55 452 688 
252 553 614 
115 254 943 
67 342 432 
430 728 924 
175 639 927 
217 884 902 
131 147 193 
10 47 660 
78 286 345 
81 446 889 
204 550 683 
352 394 998 
129 529 652 
94 334 370 
86 788 826 
275 459 966 
136 431 469 
162 203 258 
70 615 800 
81 485 839 
96 202 984 
716 967 999 
253 703 897 
827 881 887 
403 692 992 
23 107 187 
158 298 339 
214 506 570 
113 280 709 
30 935 984 
278 756 839 
624 773 974 
453 688 893 
538 715 802 
19 342 545 
279 500 536 
321 349 376 
544 566 813 
385 893 928 
584 834 992 
148 493 691 
376 880 930 
260 523 992 
464 841 910 
29 775 781 
147 181 582 
302 496 823 
49 354 568 
490 535 764 
538 830 906 
266 315 765 
6 752 948 
76 287 403 
545 673 743 
65 614 882 
402 636 857 
48 112 667 
567 743 774 
774 921 950 
93 410 850 
423 488 833 
124 194 381 
692 716 920 
129 730 982 
6 72 652 
87 331 961 
131 230 664 
523 633 968 
98 325 558 
151 161 466 
9 582 782 
203 298 882 
34 739 960 
176 423 988 
853 935 995 
475 616 908 
605 654 694 
90 235 669 
162 261 691 
508 538 973 
114 713 969 
29 75 609 
63 322 636 
159 363 810 
295 425 625 
182 735 953 
277 653 695 
196 577 624 
236 489 785 
104 692 761 
312 356 974 
354 482 560 
104 318 780 
17 19 346 
118 661 823 
218 745 968 
327 355 861 
150 709 765 
140 529 615 
547 687 719 
458 660 676 
213 330 850 
76 377 814 
141 833 962 
140 368 770 
215 368 944 
222 230 306 
199 389 478 
70 499 521 
76 231 340 
148 227 981 
196 420 916 
85 534 628 
267 361 605 
364 389 763 
598 882 981 
204 338 564 
48 99 395 
368 855 994 
498 589 706 
109 281 563 
600 608 842 
283 418 587 
238 368 567 
162 171 363 
288 449 932 
189 644 805 
146 961 989 
137 145 579 
560 586 870 
4 549 920 
126 210 985 
712 756 870 
102 410 438 
165 523 821 
257 891 920 
34 79 740 
439 529 764 
98 102 387 
339 375 807 
56 697 818 
304 624 759 
8 244 286 
82 232 988 
454 537 936 
130 167 177 
100 485 815 
202 218 687 
692 787 961 
179 191 857 
108 583 664 
430 492 546 
103 831 856 
202 518 728 
267 365 675 
16 114 335 
284 580 764 
143 552 774 
246 266 717 
490 861 965 
138 227 982 
140 413 977 
38 532 766 
514 777 807 
295 304 755 
114 344 700 
215 867 925 
143 223 242 
126 846 939 
63 443 645 
36 114 506 
121 878 909 
366 788 918 
150 596 708 
190 249 660 
351 693 804 
753 897 931 
549 670 762 
340 413 638 
165 483 881 
110 623 907 
28 300 861 
41 369 885 
49 166 522 
368 432 806 
263 436 669 
649 766 897 
3 53 187 
200 829 930 
43 142 199 
155 448 836 
320 609 809 
42 691 712 
43 166 391 
118 399 700 
413 603 644 
239 432 586 
449 547 827 
588 758 947 
252 824 864 
47 53 360 
245 375 988 
15 212 471 
175 574 728 
108 183 198 
662 975 996 
242 499 627 
143 449 688 
249 287 403 
2 27 500 
625 711 971 
594 628 744 
129 659 922 
557 640 825 
46 156 268 
222 226 715 
523 638 668 
21 383 468 
141 216 412 
175 237 638 
451 578 929 
98 594 888 
253 468 482 
335 372 373 
40 281 447 
518 572 974 
292 342 384 
62 456 872 
291 338 417 
507 742 838 
455 587 653 
318 871 920 
108 671 763 
57 247 595 
182 684 699 
448 499 601 
141 867 868 
663 715 728 
212 530 829 
229 374 895 
230 653 674 
329 596 850 
65 283 288 
8 431 543 
293 507 808 
43 592 754 
28 182 478 
380 673 675 
34 357 893 
493 866 993 
66 390 758 
235 799 842 
59 660 697 
419 631 643 
71 297 750 
520 665 668 
650 843 920 
319 812 921 
575 683 799 
25 219 587 
46 682 921 
302 534 541 
77 331 729 
94 795 836 
489 734 921 
572 666 789 
59 79 922 
10 749 955 
13 307 790 
51 616 694 
384 787 863 
698 900 928 
215 218 743 
62 233 273 
147 414 797 
346 587 900 
417 446 569 
132 482 491 
205 215 287 
113 145 992 
325 464 485 
271 381 405 
760 887 956 
3 336 764 
378 636 708 
426 794 856 
114 675 948 
210 577 846 
11 554 729 
333 590 813 
23 423 990 
636 804 886 
784 918 956 
308 425 983 
156 616 837 
439 525 564 
331 403 765 
161 336 443 
247 304 561 
11 283 964 
620 779 987 
45 136 280 
40 198 459 
70 116 764 
169 649 856 
529 883 936 
68 806 847 
377 383 551 
251 724 800 
289 658 951 
239 409 850 
197 782 904 
17 479 561 
303 648 738 
239 685 769 
345 450 838 
479 547 618 
188 654 914 
172 659 693 
385 465 955 
877 912 982 
284 490 873 
29 403 534 
321 366 932 
166 517 674 
61 72 937 
504 645 909 
491 872 937 
316 746 791 
389 680 925 
509 659 767 
439 466 910 
168 606 883 
221 871 902 
77 268 777 
74 887 976 
282 406 436 
463 795 927 
379 638 878 
154 481 676 
60 377 927 
197 207 801 
111 236 544 
452 680 833 
1 438 778 
217 228 752 
355 815 858 
170 452 458 
124 154 429 
204 570 707 
173 348 840 
290 316 568 
122 196 271 
31 381 747 
452 787 800 
28 740 803 
527 740 954 
479 656 676 
478 785 854 
515 538 855 
